22512,1497404373.0,,,192.168.4.119,69.147.76.42,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22513,1497404379.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22515,1497404413.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22516,1497404428.0,,,192.168.5.122,192.168.3.114,Consecutive TCP small segments exceeding threshold,,,,,,
22523,1497404466.0,,,67.111.12.102,192.168.1.101,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22524,1497404473.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22525,1497404479.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22526,1497404496.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22527,1497404499.0,,,192.168.1.101,74.50.3.200,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22529,1497404501.0,,,192.168.1.101,141.146.8.165,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22531,1497404502.0,,,192.168.3.115,208.66.205.221,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22532,1497404502.0,,,208.66.205.221,192.168.3.115,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22533,1497404503.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22534,1497404503.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22536,1497404503.0,,,192.168.3.115,208.66.205.221,Reset outside window,,,,,,
22539,1497404506.0,,,192.168.4.118,72.30.186.25,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22540,1497404506.0,,,121.50.62.134,192.168.4.118,(spp_sdf) SDF Combination Alert,,,,,,
22541,1497404513.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22543,1497404513.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22547,1497404560.0,,,67.111.12.102,192.168.1.101,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22548,1497404561.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22549,1497404607.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22550,1497404610.0,,,192.168.3.115,74.220.195.150,Reset outside window,,,,,,
22551,1497404625.0,,,98.158.176.206,192.168.2.111,(spp_sdf) SDF Combination Alert,,,,,,
22552,1497404632.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22554,1497404649.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22555,1497404650.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22558,1497404653.0,,,82.98.86.183,192.168.2.113,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22559,1497404653.0,,,64.56.177.79,192.168.2.109,(spp_sdf) SDF Combination Alert,,,,,,
22560,1497404654.0,,,192.168.2.109,63.236.73.172,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22561,1497404654.0,,,192.168.2.109,63.236.73.159,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22562,1497404654.0,,,63.236.73.172,192.168.2.109,(spp_sdf) SDF Combination Alert,,,,,,
22563,1497404656.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22566,1497404684.0,,,192.168.3.115,74.220.195.150,Reset outside window,,,,,,
22567,1497404706.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22568,1497404706.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22574,1497404772.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22575,1497404772.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22578,1497404773.0,,,142.166.14.69,192.168.2.107,(spp_sdf) SDF Combination Alert,,,,,,
22584,1497404774.0,,,192.168.3.114,74.50.3.200,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22586,1497404775.0,,,192.168.3.117,74.50.3.200,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22587,1497404776.0,,,192.168.3.117,216.252.126.190,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22593,1497404778.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22596,1497404779.0,,,142.166.14.79,192.168.3.114,(spp_sdf) SDF Combination Alert,,,,,,
22599,1497404781.0,,,192.168.4.119,69.147.111.22,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22601,1497404781.0,,,192.168.4.119,69.147.112.160,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22602,1497404784.0,,,142.166.14.86,192.168.3.114,(spp_sdf) SDF Combination Alert,,,,,,
22603,1497404784.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22604,1497404785.0,,,192.168.5.122,192.168.1.105,Consecutive TCP small segments exceeding threshold,,,,,,
22605,1497404786.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22610,1497404791.0,,,219.94.203.161,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
22611,1497404825.0,,,192.168.5.122,192.168.4.120,Consecutive TCP small segments exceeding threshold,,,,,,
22612,1497404830.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22613,1497404833.0,,,212.159.8.56,192.168.3.115,(spp_sdf) SDF Combination Alert,,,,,,
22614,1497404846.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22615,1497404854.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22617,1497404862.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22619,1497404863.0,,,192.168.2.108,203.116.131.24,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22620,1497404863.0,,,203.116.131.24,192.168.2.108,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22622,1497404868.0,,,67.15.47.4,192.168.2.108,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22624,1497404904.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22625,1497404904.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22633,1497404908.0,,,192.168.4.118,72.30.186.25,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22635,1497404996.0,,,125.89.196.18,192.168.2.111,(spp_sdf) SDF Combination Alert,,,,,,
22636,1497405027.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22637,1497405030.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22638,1497405032.0,,,192.168.5.122,192.168.2.110,Consecutive TCP small segments exceeding threshold,,,,,,
22639,1497405039.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22640,1497405054.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22641,1497405071.0,,,210.169.202.219,192.168.3.115,(spp_sdf) SDF Combination Alert,,,,,,
22645,1497405132.0,,,192.168.3.115,208.66.205.221,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22646,1497405132.0,,,208.66.205.221,192.168.3.115,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22647,1497405133.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22648,1497405153.0,,,207.210.64.84,192.168.2.113,(http_inspect) SERVER CONSECUTIVE SMALL CHUNK SIZES,,,,,,
22649,1497405156.0,,,64.56.177.79,192.168.2.109,(spp_sdf) SDF Combination Alert,,,,,,
22650,1497405202.0,,,192.168.3.115,74.220.195.150,Reset outside window,,,,,,
22651,1497405208.0,,,192.168.3.115,208.66.205.221,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22652,1497405208.0,,,208.66.205.221,192.168.3.115,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22653,1497405211.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22654,1497405226.0,,,219.94.203.105,192.168.4.119,(spp_sdf) SDF Combination Alert,,,,,,
22655,1497405274.0,,,192.168.1.101,74.50.3.200,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22656,1497405276.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22658,1497405277.0,,,192.168.3.115,74.220.195.150,Reset outside window,,,,,,
22659,1497405277.0,,,192.168.3.117,68.142.205.135,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22661,1497405281.0,,,192.168.5.122,192.168.1.104,Consecutive TCP small segments exceeding threshold,,,,,,
22668,1497405295.0,,,125.89.196.18,192.168.2.111,(spp_sdf) SDF Combination Alert,,,,,,
22669,1497405327.0,,,192.168.5.122,192.168.1.105,Consecutive TCP small segments exceeding threshold,,,,,,
22678,1497405367.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22679,1497405372.0,,,125.89.196.18,192.168.2.111,(spp_sdf) SDF Combination Alert,,,,,,
22680,1497405394.0,,,192.168.5.122,192.168.4.118,Consecutive TCP small segments exceeding threshold,,,,,,
22687,1497405424.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22689,1497405429.0,,,67.111.12.102,192.168.1.101,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22690,1497405451.0,,,192.168.5.122,192.168.1.102,Consecutive TCP small segments exceeding threshold,,,,,,
22691,1497405460.0,,,192.168.5.122,192.168.1.103,Consecutive TCP small segments exceeding threshold,,,,,,
22692,1497405471.0,,,192.168.2.113,192.168.5.122,ET SCAN Potential SSH Scan,,,,,,
22693,1497405472.0,,,192.168.1.102,192.168.5.122,ET SCAN Potential SSH Scan,,,,,,
22694,1497405473.0,,,192.168.2.109,192.168.5.122,ET SCAN Potential SSH Scan,,,,,,
22695,1497405475.0,,,192.168.4.119,192.168.5.122,ET SCAN Potential SSH Scan,,,,,,
22696,1497405481.0,,,192.168.1.103,192.168.5.122,ET SCAN Potential SSH Scan,,,,,,
22697,1497405481.0,,,192.168.5.122,192.168.2.113,Consecutive TCP small segments exceeding threshold,,,,,,
22698,1497405483.0,,,192.168.5.122,192.168.1.102,Consecutive TCP small segments exceeding threshold,,,,,,
22699,1497405484.0,,,192.168.5.122,192.168.2.109,Consecutive TCP small segments exceeding threshold,,,,,,
22700,1497405486.0,,,192.168.5.122,192.168.4.119,Consecutive TCP small segments exceeding threshold,,,,,,
22702,1497405492.0,,,192.168.5.122,192.168.1.103,Consecutive TCP small segments exceeding threshold,,,,,,
22703,1497405492.0,,,192.168.5.122,192.168.2.113,Consecutive TCP small segments exceeding threshold,,,,,,
22704,1497405494.0,,,192.168.5.122,192.168.2.109,Consecutive TCP small segments exceeding threshold,,,,,,
22705,1497405497.0,,,192.168.5.122,192.168.4.119,Consecutive TCP small segments exceeding threshold,,,,,,
22706,1497405497.0,,,192.168.5.122,91.189.90.132,ET POLICY Python-urllib/ Suspicious User Agent,,,,,,
22707,1497405502.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22708,1497405503.0,,,192.168.5.122,192.168.1.103,Consecutive TCP small segments exceeding threshold,,,,,,
22709,1497405503.0,,,192.168.5.122,192.168.2.113,Consecutive TCP small segments exceeding threshold,,,,,,
22710,1497405505.0,,,192.168.5.122,192.168.2.109,Consecutive TCP small segments exceeding threshold,,,,,,
22711,1497405508.0,,,192.168.5.122,192.168.4.119,Consecutive TCP small segments exceeding threshold,,,,,,
22713,1497405513.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22714,1497405520.0,,,192.168.5.122,192.168.2.113,Consecutive TCP small segments exceeding threshold,,,,,,
22716,1497405521.0,,,192.168.4.119,69.147.76.42,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22717,1497405521.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22719,1497405521.0,,,98.137.80.50,192.168.4.119,(spp_sdf) SDF Combination Alert,,,,,,
22721,1497405522.0,,,192.168.5.122,192.168.2.109,Consecutive TCP small segments exceeding threshold,,,,,,
22723,1497405522.0,,,219.94.203.105,192.168.4.119,(spp_sdf) SDF Combination Alert,,,,,,
22724,1497405524.0,,,192.168.5.122,192.168.1.102,Consecutive TCP small segments exceeding threshold,,,,,,
22726,1497405525.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22727,1497405526.0,,,192.168.5.122,192.168.4.119,Consecutive TCP small segments exceeding threshold,,,,,,
22729,1497405535.0,,,192.168.5.122,192.168.1.102,Consecutive TCP small segments exceeding threshold,,,,,,
22730,1497405540.0,,,192.168.5.122,192.168.1.103,Consecutive TCP small segments exceeding threshold,,,,,,
22731,1497405546.0,,,192.168.5.122,192.168.1.102,Consecutive TCP small segments exceeding threshold,,,,,,
22733,1497405550.0,,,192.168.5.122,192.168.4.120,Consecutive TCP small segments exceeding threshold,,,,,,
22734,1497405550.0,,,192.168.5.122,192.168.1.103,Consecutive TCP small segments exceeding threshold,,,,,,
22735,1497405561.0,,,192.168.5.122,192.168.1.103,Consecutive TCP small segments exceeding threshold,,,,,,
22737,1497405562.0,,,192.168.5.122,192.168.1.102,Consecutive TCP small segments exceeding threshold,,,,,,
22739,1497405565.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22740,1497405574.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22741,1497405574.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22743,1497405576.0,,,192.168.4.119,69.147.76.42,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22744,1497405576.0,,,192.168.2.109,66.235.126.95,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22745,1497405576.0,,,98.137.80.50,192.168.4.119,(spp_sdf) SDF Combination Alert,,,,,,
22746,1497405578.0,,,192.168.5.122,192.168.1.103,Consecutive TCP small segments exceeding threshold,,,,,,
22749,1497405580.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22753,1497405582.0,,,64.56.177.79,192.168.2.109,(spp_sdf) SDF Combination Alert,,,,,,
22755,1497405583.0,,,192.168.2.109,203.190.59.150,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22758,1497405586.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22759,1497405586.0,,,65.254.250.107,192.168.1.103,(spp_sdf) SDF Combination Alert,,,,,,
22760,1497405591.0,,,192.168.2.112,192.168.5.122,ET SCAN Potential SSH Scan,,,,,,
22762,1497405596.0,,,192.168.4.118,192.168.5.122,ET SCAN Potential SSH Scan,,,,,,
22763,1497405596.0,,,192.168.3.115,192.168.5.122,ET SCAN Potential SSH Scan,,,,,,
22764,1497405599.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22766,1497405602.0,,,192.168.5.122,192.168.2.112,Consecutive TCP small segments exceeding threshold,,,,,,
22767,1497405604.0,,,64.56.177.79,192.168.2.109,(spp_sdf) SDF Combination Alert,,,,,,
22769,1497405606.0,,,192.168.3.117,192.168.5.122,ET SCAN Potential SSH Scan,,,,,,
22770,1497405607.0,,,192.168.5.122,192.168.4.118,Consecutive TCP small segments exceeding threshold,,,,,,
22772,1497405607.0,,,192.168.5.122,192.168.3.115,Consecutive TCP small segments exceeding threshold,,,,,,
22774,1497405608.0,,,192.168.2.111,192.168.5.122,ET SCAN Potential SSH Scan,,,,,,
22775,1497405609.0,,,192.168.3.114,192.168.5.122,ET SCAN Potential SSH Scan,,,,,,
22776,1497405613.0,,,192.168.5.122,192.168.2.112,Consecutive TCP small segments exceeding threshold,,,,,,
22777,1497405617.0,,,192.168.5.122,192.168.4.118,Consecutive TCP small segments exceeding threshold,,,,,,
22779,1497405617.0,,,192.168.5.122,192.168.3.115,Consecutive TCP small segments exceeding threshold,,,,,,
22781,1497405619.0,,,192.168.5.122,192.168.2.111,Consecutive TCP small segments exceeding threshold,,,,,,
22782,1497405619.0,,,192.168.5.122,192.168.3.114,Consecutive TCP small segments exceeding threshold,,,,,,
22784,1497405620.0,,,192.168.5.122,192.168.3.117,Consecutive TCP small segments exceeding threshold,,,,,,
22785,1497405623.0,,,192.168.5.122,192.168.2.112,Consecutive TCP small segments exceeding threshold,,,,,,
22787,1497405625.0,,,192.168.3.116,192.168.5.122,ET SCAN Potential SSH Scan,,,,,,
22788,1497405628.0,,,192.168.5.122,192.168.4.118,Consecutive TCP small segments exceeding threshold,,,,,,
22790,1497405628.0,,,192.168.5.122,192.168.3.115,Consecutive TCP small segments exceeding threshold,,,,,,
22792,1497405630.0,,,192.168.5.122,192.168.2.111,Consecutive TCP small segments exceeding threshold,,,,,,
22793,1497405630.0,,,192.168.5.122,192.168.3.114,Consecutive TCP small segments exceeding threshold,,,,,,
22795,1497405635.0,,,192.168.5.122,192.168.3.117,Consecutive TCP small segments exceeding threshold,,,,,,
22797,1497405635.0,,,192.168.2.109,192.168.5.122,ET SCAN Potential SSH Scan,,,,,,
22798,1497405640.0,,,192.168.5.122,192.168.2.112,Consecutive TCP small segments exceeding threshold,,,,,,
22800,1497405640.0,,,192.168.5.122,192.168.2.111,Consecutive TCP small segments exceeding threshold,,,,,,
22801,1497405641.0,,,192.168.5.122,192.168.3.116,Consecutive TCP small segments exceeding threshold,,,,,,
22802,1497405641.0,,,192.168.5.122,192.168.3.114,Consecutive TCP small segments exceeding threshold,,,,,,
22804,1497405643.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22805,1497405645.0,,,192.168.5.122,192.168.3.115,Consecutive TCP small segments exceeding threshold,,,,,,
22807,1497405646.0,,,192.168.5.122,192.168.2.109,Consecutive TCP small segments exceeding threshold,,,,,,
22808,1497405646.0,,,192.168.5.122,192.168.4.118,Consecutive TCP small segments exceeding threshold,,,,,,
22810,1497405651.0,,,192.168.5.122,192.168.3.116,Consecutive TCP small segments exceeding threshold,,,,,,
22812,1497405653.0,,,192.168.5.122,192.168.3.117,Consecutive TCP small segments exceeding threshold,,,,,,
22814,1497405656.0,,,192.168.5.122,192.168.2.109,Consecutive TCP small segments exceeding threshold,,,,,,
22815,1497405658.0,,,192.168.5.122,192.168.3.114,Consecutive TCP small segments exceeding threshold,,,,,,
22817,1497405662.0,,,192.168.5.122,192.168.3.116,Consecutive TCP small segments exceeding threshold,,,,,,
